Node;Scheme_LD;Scheme_OD;Table;Field;Type_LD;Type_OD;Validation_LD;Where_LD;Validation_OD;Where_OD;Comment;PrimaryKey
zero_layer;core_internal_eks;internal_eks_ibs;z_client;id;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;Y
zero_layer;core_internal_eks;internal_eks_ibs;z_client;c_kpp;string;string;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_client;c_inn;string;string;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_client;class_id;string;string;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_client;c_name;string;string;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_client;c_country;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_client;c_depart;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_client;c_inspect  ;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_client;c_crm_segment ;string;string;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_client;c_welf_hist;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_client;c_filial;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_client;c_addresses;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_client;c_contacts;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;id;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;Y
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_client;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;class_id;string;string;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_num_dog;string;string;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_zalog;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_list_pay;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_high_level_cr;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_account;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_summa_dog;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_summa_out_debt;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_summa_debt_cred;string;string;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_date_give;bigint;timestamp;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_max_date_use_up;bigint;timestamp;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_date_payout_ltd;bigint;timestamp;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_begin_pay;bigint;timestamp;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_one_day;string;string;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_cred_props;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_kind_credit ;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_ft_credit ;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_depart;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_dic_obj_cred;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;C_GR_RISK_HIST;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_objects_cred;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_filial;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;C_FT_LIMIT;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;C_LIMIT_ACC_CODE;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_list_plan_pay;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;collection_id;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_properties;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_limit_saldo;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_pr_cred;c_list_prol;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_guaranties;id;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;Y
zero_layer;core_internal_eks;internal_eks_ibs;z_guaranties;c_PRINCIPAL;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_guaranties;c_guarantie_num;string;string;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_guaranties;c_Security;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_guaranties;c_list_fact;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_guaranties;C_SUMMA;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_guaranties;c_ft_limit;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_guaranties;C_KIND_CREDIT;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_guaranties;C_VALUTA;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_guaranties;C_VNB_ACCOUNT;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_guaranties;C_GR_RISK_HIST;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_guaranties;c_list_plan;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_ac_fin;id;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;Y
zero_layer;core_internal_eks;internal_eks_ibs;z_ac_fin;c_main_v_id;string;string;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_ac_fin;c_saldo;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_ac_fin;c_arc_move;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_ac_fin;c_client_v;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_ac_fin;c_client_r;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_ac_fin;c_depart;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_ac_fin;c_com_status;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_ac_fin;c_filial;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_ac_fin;c_date_op;bigint ;timestamp;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_ac_fin;c_date_close;bigint ;timestamp;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_ac_fin;c_name;string;string;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_ac_fin;c_vid;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_ac_fin;c_fintool;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_ac_fin;c_saldo_nt;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_ac_fin;c_user_type;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_ac_fin;c_target;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_fact_oper;id;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom DESC, ods_sequenceid DESC, sn DESC) as rn;ods_opc <> 'D';;ctl_action <> 'D';;Y
zero_layer;core_internal_eks;internal_eks_ibs;z_fact_oper;c_oper;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom DESC, ods_sequenceid DESC, sn DESC) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_fact_oper;collection_id;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom DESC, ods_sequenceid DESC, sn DESC) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_fact_oper;c_date;bigint ;timestamp;row_number() over (partition by id  order by ods_validfrom DESC, ods_sequenceid DESC, sn DESC) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_fact_oper;c_summa;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom DESC, ods_sequenceid DESC, sn DESC) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_fact_oper;c_valuta ;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom DESC, ods_sequenceid DESC, sn DESC) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_fact_oper;c_reg_currency_sum;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom DESC, ods_sequenceid DESC, sn DESC) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_zalog;id;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;Y
zero_layer;core_internal_eks;internal_eks_ibs;z_zalog;collection_id;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_zalog;c_acc_zalog;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_zalog;c_user_zalog;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_zalog;C_PART_TO_LOAN;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_zalog;c_market_sum;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_zalog;c_properties;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_zalog;c_values ;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_part_to_loan;id;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;Y
zero_layer;core_internal_eks;internal_eks_ibs;z_part_to_loan;collection_id;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_part_to_loan;c_product;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_part_to_loan;c_part;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_part_to_loan;c_prc_attr;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_hoz_op_acc;id;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;Y
zero_layer;core_internal_eks;internal_eks_ibs;z_hoz_op_acc;collection_id;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_hoz_op_acc;C_ACCOUNT_DOG_1_2;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_hoz_op_acc;C_NAME_ACCOUNT;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_hoz_op_acc;c_date_beg;bigint ;timestamp;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_product;id;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;Y
zero_layer;core_internal_eks;internal_eks_ibs;z_product;class_id;string;string;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_product;C_ARRAY_DOG_ACC;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_product;c_com_status;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_product;c_num_dog;string;string;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_product;c_date_begin;bigint ;timestamp;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_product;c_date_begining;bigint ;timestamp;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_product;c_date_close;bigint ;timestamp;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_product;c_date_ending;bigint ;timestamp;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_product;collection_id;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_product;c_depart;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_product;c_filial;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;Z_ZALOG_MARKET_SUM;id;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;Y
zero_layer;core_internal_eks;internal_eks_ibs;Z_ZALOG_MARKET_SUM;collection_id;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;Z_ZALOG_MARKET_SUM;c_curr;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;Z_ZALOG_MARKET_SUM;c_summ;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;Z_ZALOG_MARKET_SUM;c_date_beg;bigint ;timestamp;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;Z_ZALOG_MARKET_SUM;c_date_end;bigint ;timestamp;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_properties;id;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;Y
zero_layer;core_internal_eks;internal_eks_ibs;z_properties;collection_id;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_properties;c_group_prop;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_properties;c_bool;string;string;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_properties;c_date_beg;bigint ;timestamp;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_properties;c_prop;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_properties;c_str;string;string;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_properties;c_date_end;bigint ;timestamp;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_property_grp;id;string;decimal(38,12);row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;Y
zero_layer;core_internal_eks;internal_eks_ibs;z_property_grp;c_code;string;string;row_number() over (partition by id  order by ods_validfrom desc) as rn;ods_opc <> 'D';;ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_main_docum;id;string;decimal(38,12);;substring(from_unixtime(cast(c_date_prov/ 1000 as int)), 1,10)  >= ('2017-01-01') AND ODS_OPC<>'D';;substring(c_date_prov, 1,10)  >= ('2017-01-01') AND ctl_action <> 'D';;Y
zero_layer;core_internal_eks;internal_eks_ibs;z_main_docum;class_id;string;string;;substring(from_unixtime(cast(c_date_prov/ 1000 as int)), 1,10)  >= ('2017-01-01') AND ODS_OPC<>'D';;substring(c_date_prov, 1,10)  >= ('2017-01-01') AND ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_main_docum;state_id;string;string;;substring(from_unixtime(cast(c_date_prov/ 1000 as int)), 1,10)  >= ('2017-01-01') AND ODS_OPC<>'D';;substring(c_date_prov, 1,10)  >= ('2017-01-01') AND ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_main_docum;c_acc_dt;string;decimal(38,12);;substring(from_unixtime(cast(c_date_prov/ 1000 as int)), 1,10)  >= ('2017-01-01') AND ODS_OPC<>'D';;substring(c_date_prov, 1,10)  >= ('2017-01-01') AND ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_main_docum;c_acc_kt;string;decimal(38,12);;substring(from_unixtime(cast(c_date_prov/ 1000 as int)), 1,10)  >= ('2017-01-01') AND ODS_OPC<>'D';;substring(c_date_prov, 1,10)  >= ('2017-01-01') AND ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_main_docum;c_date_prov;bigint ;timestamp;;substring(from_unixtime(cast(c_date_prov/ 1000 as int)), 1,10)  >= ('2017-01-01') AND ODS_OPC<>'D';;substring(c_date_prov, 1,10)  >= ('2017-01-01') AND ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_main_docum;c_kl_dt_1_1;string;decimal(38,12);;substring(from_unixtime(cast(c_date_prov/ 1000 as int)), 1,10)  >= ('2017-01-01') AND ODS_OPC<>'D';;substring(c_date_prov, 1,10)  >= ('2017-01-01') AND ctl_action <> 'D';;
zero_layer;core_internal_eks;internal_eks_ibs;z_main_docum;c_kl_dt_1_2;string;decimal(38,12);;substring(from_unixtime(cast(c_date_prov/ 1000 as int)), 1,10)  >= ('2017-01-01') AND ODS_OPC<>'D';;substring(c_date_prov, 1,10)  >= ('2017-01-01') AND ctl_action <> 'D';;
