PDOUT,U7M_ID,FACTOR91,,NUMBER,
PDOUT,U7M_ID,FACTOR92,,NUMBER,
PDOUT,U7M_ID,FACTOR93,,NUMBER,
PDOUT,U7M_ID,FACTOR94,,NUMBER,
PDOUT,U7M_ID,FACTOR95,,NUMBER,
PDOUT,U7M_ID,FACTOR96,,NUMBER,
PDOUT,U7M_ID,FACTOR97,,NUMBER,
PDOUT,U7M_ID,CINDEX_ST,,NUMBER,
PDOUT,U7M_ID,CINDEX,,NUMBER,
PDOUT,U7M_ID,FACTOR2,,NUMBER,
PDOUT,U7M_ID,FACTOR3,,NUMBER,
PDOUT,U7M_ID,FACTOR4,,NUMBER,
PDOUT,U7M_ID,FACTOR5,,NUMBER,
PDOUT,U7M_ID,FACTOR6,,NUMBER,
PDOUT,U7M_ID,FACTOR7,,NUMBER,
PDOUT,U7M_ID,SCORE_ST,,NUMBER,
PDOUT,U7M_ID,SCORE,,NUMBER,
PDOUT,U7M_ID,WS100,,NUMBER,
PDOUT,U7M_ID,FACTOR1,,NUMBER,
PDOUT,U7M_ID,WS9,,NUMBER,
PDOUT,U7M_ID,WS10,,NUMBER,
PDOUT,U7M_ID,WS11,,NUMBER,
PDOUT,U7M_ID,WS20,,NUMBER,
PDOUT,U7M_ID,WS21,,NUMBER,
PDOUT,U7M_ID,WS22,,NUMBER,
PDOUT,U7M_ID,WS31,,NUMBER,
PDOUT,U7M_ID,WS32,,NUMBER,
PDOUT,U7M_ID,WS33,,NUMBER,
PDOUT,U7M_ID,WS42,,NUMBER,
PDOUT,U7M_ID,WS43,,NUMBER,
PDOUT,U7M_ID,WS44,,NUMBER,
PDOUT,U7M_ID,WS53,,NUMBER,
PDOUT,U7M_ID,WS54,,NUMBER,
PDOUT,U7M_ID,WS55,,NUMBER,
PDOUT,U7M_ID,WS64,,NUMBER,
PDOUT,U7M_ID,WS65,,NUMBER,
PDOUT,U7M_ID,WS66,,NUMBER,
PDOUT,U7M_ID,WS75,,NUMBER,
PDOUT,U7M_ID,WS76,,NUMBER,
PDOUT,U7M_ID,WS77,,NUMBER,
PDOUT,U7M_ID,WS86,,NUMBER,
PDOUT,U7M_ID,WS87,,NUMBER,
PDOUT,U7M_ID,WS88,,NUMBER,
PDOUT,U7M_ID,WS97,,NUMBER,
PDOUT,U7M_ID,WS98,,NUMBER,
PDOUT,U7M_ID,WS99,,NUMBER,
PDOUT,U7M_ID,WS12,,NUMBER,
PDOUT,U7M_ID,WS13,,NUMBER,
PDOUT,U7M_ID,WS14,,NUMBER,
PDOUT,U7M_ID,WS15,,NUMBER,
PDOUT,U7M_ID,WS16,,NUMBER,
PDOUT,U7M_ID,WS17,,NUMBER,
PDOUT,U7M_ID,WS18,,NUMBER,
PDOUT,U7M_ID,WS19,,NUMBER,
PDOUT,U7M_ID,WS23,,NUMBER,
PDOUT,U7M_ID,WS24,,NUMBER,
PDOUT,U7M_ID,WS25,,NUMBER,
PDOUT,U7M_ID,WS26,,NUMBER,
PDOUT,U7M_ID,WS27,,NUMBER,
PDOUT,U7M_ID,WS28,,NUMBER,
PDOUT,U7M_ID,WS29,,NUMBER,
PDOUT,U7M_ID,WS30,,NUMBER,
PDOUT,U7M_ID,WS34,,NUMBER,
PDOUT,U7M_ID,WS35,,NUMBER,
PDOUT,U7M_ID,WS36,,NUMBER,
PDOUT,U7M_ID,WS37,,NUMBER,
PDOUT,U7M_ID,WS38,,NUMBER,
PDOUT,U7M_ID,WS39,,NUMBER,
PDOUT,U7M_ID,WS40,,NUMBER,
PDOUT,U7M_ID,WS41,,NUMBER,
PDOUT,U7M_ID,WS45,,NUMBER,
PDOUT,U7M_ID,WS46,,NUMBER,
PDOUT,U7M_ID,WS47,,NUMBER,
PDOUT,U7M_ID,WS48,,NUMBER,
PDOUT,U7M_ID,WS49,,NUMBER,
PDOUT,U7M_ID,WS50,,NUMBER,
PDOUT,U7M_ID,WS51,,NUMBER,
PDOUT,U7M_ID,WS52,,NUMBER,
PDOUT,U7M_ID,WS56,,NUMBER,
PDOUT,U7M_ID,WS57,,NUMBER,
PDOUT,U7M_ID,WS58,,NUMBER,
PDOUT,U7M_ID,WS59,,NUMBER,
PDOUT,U7M_ID,WS60,,NUMBER,
PDOUT,U7M_ID,WS61,,NUMBER,
PDOUT,U7M_ID,WS62,,NUMBER,
PDOUT,U7M_ID,WS63,,NUMBER,
PDOUT,U7M_ID,WS67,,NUMBER,
PDOUT,U7M_ID,WS68,,NUMBER,
PDOUT,U7M_ID,WS69,,NUMBER,
PDOUT,U7M_ID,WS70,,NUMBER,
PDOUT,U7M_ID,WS71,,NUMBER,
PDOUT,U7M_ID,WS72,,NUMBER,
PDOUT,U7M_ID,WS73,,NUMBER,
PDOUT,U7M_ID,WS74,,NUMBER,
PDOUT,U7M_ID,WS78,,NUMBER,
PDOUT,U7M_ID,WS79,,NUMBER,
PDOUT,U7M_ID,WS80,,NUMBER,
PDOUT,U7M_ID,WS81,,NUMBER,
PDOUT,U7M_ID,WS82,,NUMBER,
PDOUT,U7M_ID,WS83,,NUMBER,
PDOUT,U7M_ID,WS84,,NUMBER,
PDOUT,U7M_ID,WS85,,NUMBER,
PDOUT,U7M_ID,WS89,,NUMBER,
PDOUT,U7M_ID,WS90,,NUMBER,
PDOUT,U7M_ID,WS91,,NUMBER,
PDOUT,U7M_ID,WS92,,NUMBER,
PDOUT,U7M_ID,WS93,,NUMBER,
PDOUT,U7M_ID,WS94,,NUMBER,
PDOUT,U7M_ID,WS95,,NUMBER,
PDOUT,U7M_ID,WS96,,NUMBER,
PDOUT,U7M_ID,WS1,,NUMBER,
PDOUT,U7M_ID,WS2,,NUMBER,
PDOUT,U7M_ID,WS3,,NUMBER,
PDOUT,U7M_ID,WS4,,NUMBER,
PDOUT,U7M_ID,WS5,,NUMBER,
PDOUT,U7M_ID,WS6,,NUMBER,
PDOUT,U7M_ID,WS7,,NUMBER,
PDOUT,U7M_ID,WS8,,NUMBER,
