BO_ID;FEATURE_ID;MIN;MAX;categorial
2927;PRODUCT;;;1-M813EC
2927;CREDIT_MODE;;;NKL
2927;CREDIT_INSTRUMENT;;;Credit
2927;TARGET_GR;;;01
2928;DUR;3.0;6.0;
2928;EXP;0.22;0.23;
2928;AVP;0.0;0.25;
2928;PRIV;0.0;0.25;
2928;BALLOON;0.0;0.25;
2928;PD;0.0048;0.0091;
2928;LGD;0;1;
2928;CURRENCY;;;RUR
2928;PRODUCT;;;1-M813EC
2928;CREDIT_MODE;;;NKL
2928;CREDIT_INSTRUMENT;;;Credit
2928;TARGET_GR;;;01
2929;DUR;3.0;6.0;
2929;EXP;0.14;0.15;
2929;AVP;0.0;0.5;
2929;PRIV;0.25;0.5;
2929;BALLOON;0.25;0.5;
2929;PD;0.0091;0.01725;
2929;LGD;0;1;
2929;CURRENCY;;;RUR
2929;PRODUCT;;;1-M813EC
2929;CREDIT_MODE;;;NKL
2929;CREDIT_INSTRUMENT;;;Credit
2929;TARGET_GR;;;01
2930;DUR;18.0;36.0;
2930;EXP;0.1;0.11;
2930;AVP;0.0;0.25;
2930;PRIV;0.0;0.25;
2930;BALLOON;0.0;0.25;
2930;PD;0.0091;0.01725;
2930;LGD;0;1;
2930;CURRENCY;;;RUR
2930;PRODUCT;;;1-M813EC
2930;CREDIT_MODE;;;NKL
2930;CREDIT_INSTRUMENT;;;Credit
2930;TARGET_GR;;;01
2932;DUR;3.0;6.0;
2932;EXP;0.15;0.16;
2932;AVP;0.0;0.25;
2932;PRIV;0.0;0.25;
2932;BALLOON;0.0;0.25;
2932;PD;0.01725;0.03271;
2932;LGD;0;1;
2932;CURRENCY;;;RUR
2932;PRODUCT;;;1-M813EC
2932;CREDIT_MODE;;;NKL
2932;CREDIT_INSTRUMENT;;;Credit
2932;TARGET_GR;;;01
2933;DUR;6.0;12.0;
2933;EXP;0.17;0.18;
2933;AVP;0.0;0.25;
2933;PRIV;0.0;0.25;
2933;BALLOON;0.0;0.25;
2933;PD;0.03271;0.06204;
2933;LGD;0;1;
2933;CURRENCY;;;RUR
2933;PRODUCT;;;1-M813EC
2933;CREDIT_MODE;;;NKL
2933;CREDIT_INSTRUMENT;;;Credit
2933;TARGET_GR;;;01
2934;DUR;3.0;6.0;
2934;EXP;0.1;0.11;
2934;AVP;0.0;1.0;
2934;PRIV;0.75;1.0;
2934;BALLOON;0.75;1.0;
2934;PD;0.0;0.0048;
2934;LGD;0;1;
2934;CURRENCY;;;RUR
2934;PRODUCT;;;1-M813EC
2934;CREDIT_MODE;;;NKL
2934;CREDIT_INSTRUMENT;;;Credit
2934;TARGET_GR;;;01
2935;DUR;18.0;36.0;
2935;EXP;0.14;0.15;
2935;AVP;0.0;0.5;
2935;PRIV;0.25;0.5;
2935;BALLOON;0.25;0.5;
2935;PD;0.0;0.0048;
2935;LGD;0;1;
2935;CURRENCY;;;RUR
2935;PRODUCT;;;1-M813EC
2935;CREDIT_MODE;;;NKL
2935;CREDIT_INSTRUMENT;;;Credit
2935;TARGET_GR;;;01
2936;DUR;18.0;36.0;
2936;EXP;0.14;0.15;
2936;AVP;0.0;0.25;
2936;PRIV;0.0;0.25;
2936;BALLOON;0.0;0.25;
2936;PD;0.0048;0.0091;
2936;LGD;0;1;
2936;CURRENCY;;;RUR
2936;PRODUCT;;;1-M813EC
2936;CREDIT_MODE;;;NKL
2936;CREDIT_INSTRUMENT;;;Credit
2936;TARGET_GR;;;01
2937;DUR;18.0;36.0;
2937;EXP;0.19;0.2;
2937;AVP;0.0;0.25;
2937;PRIV;0.0;0.25;
2937;BALLOON;0.0;0.25;
2937;PD;0.0048;0.0091;
2937;LGD;0;1;
2937;CURRENCY;;;RUR
2937;PRODUCT;;;1-M813EC
2937;CREDIT_MODE;;;NKL
2937;CREDIT_INSTRUMENT;;;Credit
2937;TARGET_GR;;;01
2938;DUR;6.0;12.0;
2938;EXP;0.2;0.21;
2938;AVP;0.0;0.75;
2938;PRIV;0.5;0.75;
2938;BALLOON;0.5;0.75;
2938;PD;0.0091;0.01725;
2938;LGD;0;1;
2938;CURRENCY;;;RUR
2938;PRODUCT;;;1-M813EC
2938;CREDIT_MODE;;;NKL
2938;CREDIT_INSTRUMENT;;;Credit
2938;TARGET_GR;;;01
2939;DUR;3.0;6.0;
2939;EXP;0.04;0.05;
2939;AVP;0.0;1.0;
2939;PRIV;0.75;1.0;
2939;BALLOON;0.75;1.0;
2939;PD;0.01725;0.03271;
2939;LGD;0;1;
2939;CURRENCY;;;RUR
2939;PRODUCT;;;1-M813EC
2939;CREDIT_MODE;;;NKL
2939;CREDIT_INSTRUMENT;;;Credit
2939;TARGET_GR;;;01
2940;DUR;3.0;6.0;
2940;EXP;0.11;0.12;
2940;AVP;0.0;0.75;
2940;PRIV;0.5;0.75;
2940;BALLOON;0.5;0.75;
2940;PD;0.01725;0.03271;
2940;LGD;0;1;
2940;CURRENCY;;;RUR
2940;PRODUCT;;;1-M813EC
2940;CREDIT_MODE;;;NKL
2940;CREDIT_INSTRUMENT;;;Credit
2940;TARGET_GR;;;01
2941;DUR;3.0;6.0;
2941;EXP;0.23;0.24;
2941;AVP;0.0;0.25;
2941;PRIV;0.0;0.25;
2941;BALLOON;0.0;0.25;
2941;PD;0.0091;0.01725;
2941;LGD;0;1;
2941;CURRENCY;;;RUR
2941;PRODUCT;;;1-M813EC
2941;CREDIT_MODE;;;NKL
2941;CREDIT_INSTRUMENT;;;Credit
2941;TARGET_GR;;;01
2942;DUR;18.0;36.0;
2942;EXP;0.05;0.06;
2942;AVP;0.0;1.0;
2942;PRIV;0.75;1.0;
2942;BALLOON;0.75;1.0;
2942;PD;0.0048;0.0091;
2942;LGD;0;1;
2942;CURRENCY;;;RUR
2942;PRODUCT;;;1-M813EC
2942;CREDIT_MODE;;;NKL
2942;CREDIT_INSTRUMENT;;;Credit
2942;TARGET_GR;;;01
2943;DUR;3.0;6.0;
2943;EXP;0.2;0.21;
2943;AVP;0.0;0.75;
2943;PRIV;0.5;0.75;
2943;BALLOON;0.5;0.75;
2943;PD;0.0048;0.0091;
2943;LGD;0;1;
2943;CURRENCY;;;RUR
2943;PRODUCT;;;1-M813EC
2943;CREDIT_MODE;;;NKL
2943;CREDIT_INSTRUMENT;;;Credit
2943;TARGET_GR;;;01
2945;DUR;6.0;12.0;
2945;EXP;0.2;0.21;
2945;AVP;0.0;1.0;
2945;PRIV;0.75;1.0;
2945;BALLOON;0.75;1.0;
2945;PD;0.0048;0.0091;
2945;LGD;0;1;
2945;CURRENCY;;;RUR
2945;PRODUCT;;;1-M813EC
2945;CREDIT_MODE;;;NKL
2945;CREDIT_INSTRUMENT;;;Credit
2945;TARGET_GR;;;01
2946;DUR;6.0;12.0;
2946;EXP;0.18;0.19;
2946;AVP;0.0;0.5;
2946;PRIV;0.25;0.5;
2946;BALLOON;0.25;0.5;
2946;PD;0.03271;0.06204;
2946;LGD;0;1;
2946;CURRENCY;;;RUR
2946;PRODUCT;;;1-M813EC
2946;CREDIT_MODE;;;NKL
2946;CREDIT_INSTRUMENT;;;Credit
2946;TARGET_GR;;;01
2947;DUR;6.0;12.0;
2947;EXP;0.15;0.16;
2947;AVP;0.0;1.0;
2947;PRIV;0.75;1.0;
2947;BALLOON;0.75;1.0;
2947;PD;0.0091;0.01725;
2947;LGD;0;1;
2947;CURRENCY;;;RUR
2947;PRODUCT;;;1-M813EC
2947;CREDIT_MODE;;;NKL
2947;CREDIT_INSTRUMENT;;;Credit
2947;TARGET_GR;;;01
2948;DUR;3.0;6.0;
2948;EXP;0.16;0.17;
2948;AVP;0.0;0.75;
2948;PRIV;0.5;0.75;
2948;BALLOON;0.5;0.75;
2948;PD;0.0091;0.01725;
2948;LGD;0;1;
2948;CURRENCY;;;RUR
2948;PRODUCT;;;1-M813EC
2948;CREDIT_MODE;;;NKL
2948;CREDIT_INSTRUMENT;;;Credit
2948;TARGET_GR;;;01
2949;DUR;18.0;36.0;
2949;EXP;0.07;0.08;
2949;AVP;0.0;0.75;
2949;PRIV;0.5;0.75;
2949;BALLOON;0.5;0.75;
2949;PD;0.0091;0.01725;
2949;LGD;0;1;
2949;CURRENCY;;;RUR
2949;PRODUCT;;;1-M813EC
2949;CREDIT_MODE;;;NKL
2949;CREDIT_INSTRUMENT;;;Credit
2949;TARGET_GR;;;01
2950;DUR;3.0;6.0;
2950;EXP;0.24;0.25;
2950;AVP;0.0;0.25;
2950;PRIV;0.0;0.25;
2950;BALLOON;0.0;0.25;
2950;PD;0.0048;0.0091;
2950;LGD;0;1;
2950;CURRENCY;;;RUR
2950;PRODUCT;;;1-M813EC
2950;CREDIT_MODE;;;NKL
2950;CREDIT_INSTRUMENT;;;Credit
2950;TARGET_GR;;;01
2952;DUR;3.0;6.0;
2952;EXP;0.06;0.07;
2952;AVP;0.0;0.75;
2952;PRIV;0.5;0.75;
2952;BALLOON;0.5;0.75;
2952;PD;0.03271;0.06204;
2952;LGD;0;1;
2952;CURRENCY;;;RUR
2952;PRODUCT;;;1-M813EC
2952;CREDIT_MODE;;;NKL
2952;CREDIT_INSTRUMENT;;;Credit
2952;TARGET_GR;;;01
2953;DUR;18.0;36.0;
2953;EXP;0.22;0.23;
2953;AVP;0.0;0.25;
2953;PRIV;0.0;0.25;
2953;BALLOON;0.0;0.25;
2953;PD;0.0048;0.0091;
2953;LGD;0;1;
2953;CURRENCY;;;RUR
2953;PRODUCT;;;1-M813EC
2953;CREDIT_MODE;;;NKL
2953;CREDIT_INSTRUMENT;;;Credit
2953;TARGET_GR;;;01
2954;DUR;18.0;36.0;
2954;EXP;0.08;0.09;
2954;AVP;0.0;1.0;
2954;PRIV;0.75;1.0;
2954;BALLOON;0.75;1.0;
2954;PD;0.0;0.0048;
2954;LGD;0;1;
2954;CURRENCY;;;RUR
2954;PRODUCT;;;1-M813EC
2954;CREDIT_MODE;;;NKL
2954;CREDIT_INSTRUMENT;;;Credit
2954;TARGET_GR;;;01
2955;DUR;6.0;12.0;
2955;EXP;0.19;0.2;
2955;AVP;0.0;0.75;
2955;PRIV;0.5;0.75;
2955;BALLOON;0.5;0.75;
2955;PD;0.01725;0.03271;
2955;LGD;0;1;
2955;CURRENCY;;;RUR
2955;PRODUCT;;;1-M813EC
2955;CREDIT_MODE;;;NKL
2955;CREDIT_INSTRUMENT;;;Credit
2955;TARGET_GR;;;01
2956;DUR;18.0;36.0;
2956;EXP;0.02;0.03;
2956;AVP;0.0;1.0;
2956;PRIV;0.75;1.0;
2956;BALLOON;0.75;1.0;
2956;PD;0.0091;0.01725;
2956;LGD;0;1;
2956;CURRENCY;;;RUR
2956;PRODUCT;;;1-M813EC
2956;CREDIT_MODE;;;NKL
2956;CREDIT_INSTRUMENT;;;Credit
2956;TARGET_GR;;;01
2958;DUR;18.0;36.0;
2958;EXP;0.17;0.18;
2958;AVP;0.0;0.5;
2958;PRIV;0.25;0.5;
2958;BALLOON;0.25;0.5;
2958;PD;0.0048;0.0091;
2958;LGD;0;1;
2958;CURRENCY;;;RUR
2958;PRODUCT;;;1-M813EC
2958;CREDIT_MODE;;;NKL
2958;CREDIT_INSTRUMENT;;;Credit
2958;TARGET_GR;;;01
2959;DUR;6.0;12.0;
2959;EXP;0.22;0.23;
2959;AVP;0.0;0.75;
2959;PRIV;0.5;0.75;
2959;BALLOON;0.5;0.75;
2959;PD;0.0091;0.01725;
2959;LGD;0;1;
2959;CURRENCY;;;RUR
2959;PRODUCT;;;1-M813EC
2959;CREDIT_MODE;;;NKL
2959;CREDIT_INSTRUMENT;;;Credit
2959;TARGET_GR;;;01
2961;DUR;6.0;12.0;
2961;EXP;0.22;0.23;
2961;AVP;0.0;0.25;
2961;PRIV;0.0;0.25;
2961;BALLOON;0.0;0.25;
2961;PD;0.03271;0.06204;
2961;LGD;0;1;
2961;CURRENCY;;;RUR
2961;PRODUCT;;;1-M813EC
2961;CREDIT_MODE;;;NKL
2961;CREDIT_INSTRUMENT;;;Credit
2961;TARGET_GR;;;01
2962;DUR;18.0;36.0;
2962;EXP;0.07;0.08;
2962;AVP;0.0;1.0;
2962;PRIV;0.75;1.0;
2962;BALLOON;0.75;1.0;
2962;PD;0.0;0.0048;
2962;LGD;0;1;
2962;CURRENCY;;;RUR
2962;PRODUCT;;;1-M813EC
2962;CREDIT_MODE;;;NKL
2962;CREDIT_INSTRUMENT;;;Credit
2962;TARGET_GR;;;01
2963;DUR;3.0;6.0;
2963;EXP;0.15;0.16;
2963;AVP;0.0;0.75;
2963;PRIV;0.5;0.75;
2963;BALLOON;0.5;0.75;
2963;PD;0.0091;0.01725;
2963;LGD;0;1;
2963;CURRENCY;;;RUR
2963;PRODUCT;;;1-M813EC
2963;CREDIT_MODE;;;NKL
2963;CREDIT_INSTRUMENT;;;Credit
2963;TARGET_GR;;;01
2964;DUR;3.0;6.0;
2964;EXP;0.16;0.17;
2964;AVP;0.0;1.0;
2964;PRIV;0.75;1.0;
2964;BALLOON;0.75;1.0;
2964;PD;0.0;0.0048;
2964;LGD;0;1;
2964;CURRENCY;;;RUR
2964;PRODUCT;;;1-M813EC
2964;CREDIT_MODE;;;NKL
2964;CREDIT_INSTRUMENT;;;Credit
2964;TARGET_GR;;;01
2965;DUR;6.0;12.0;
2965;EXP;0.04;0.05;
2965;AVP;0.0;1.0;
2965;PRIV;0.75;1.0;
2965;BALLOON;0.75;1.0;
2965;PD;0.03271;0.06204;
2965;LGD;0;1;
2965;CURRENCY;;;RUR
2965;PRODUCT;;;1-M813EC
2965;CREDIT_MODE;;;NKL
2965;CREDIT_INSTRUMENT;;;Credit
2965;TARGET_GR;;;01
2966;DUR;6.0;12.0;
2966;EXP;0.22;0.23;
2966;AVP;0.0;1.0;
2966;PRIV;0.75;1.0;
2966;BALLOON;0.75;1.0;
2966;PD;0.0;0.0048;
2966;LGD;0;1;
2966;CURRENCY;;;RUR
2966;PRODUCT;;;1-M813EC
2966;CREDIT_MODE;;;NKL
2966;CREDIT_INSTRUMENT;;;Credit
2966;TARGET_GR;;;01
2967;DUR;18.0;36.0;
2967;EXP;0.21;0.22;
2967;AVP;0.0;0.5;
2967;PRIV;0.25;0.5;
2967;BALLOON;0.25;0.5;
2967;PD;0.0;0.0048;
2967;LGD;0;1;
2967;CURRENCY;;;RUR
2967;PRODUCT;;;1-M813EC
2967;CREDIT_MODE;;;NKL
2967;CREDIT_INSTRUMENT;;;Credit
2967;TARGET_GR;;;01
2968;DUR;3.0;6.0;
2968;EXP;0.2;0.21;
2968;AVP;0.0;0.25;
2968;PRIV;0.0;0.25;
2968;BALLOON;0.0;0.25;
2968;PD;0.01725;0.03271;
2968;LGD;0;1;
2968;CURRENCY;;;RUR
2968;PRODUCT;;;1-M813EC
2968;CREDIT_MODE;;;NKL
2968;CREDIT_INSTRUMENT;;;Credit
2968;TARGET_GR;;;01
2969;DUR;6.0;12.0;
2969;EXP;0.12;0.13;
2969;AVP;0.0;0.75;
2969;PRIV;0.5;0.75;
2969;BALLOON;0.5;0.75;
2969;PD;0.03271;0.06204;
2969;LGD;0;1;
2969;CURRENCY;;;RUR
2969;PRODUCT;;;1-M813EC
2969;CREDIT_MODE;;;NKL
2969;CREDIT_INSTRUMENT;;;Credit
2969;TARGET_GR;;;01
2970;DUR;3.0;6.0;
2970;EXP;0.16;0.17;
2970;AVP;0.0;0.5;
2970;PRIV;0.25;0.5;
2970;BALLOON;0.25;0.5;
2970;PD;0.01725;0.03271;
2970;LGD;0;1;
2970;CURRENCY;;;RUR
2970;PRODUCT;;;1-M813EC
2970;CREDIT_MODE;;;NKL
2970;CREDIT_INSTRUMENT;;;Credit
2970;TARGET_GR;;;01
2971;DUR;3.0;6.0;
2971;EXP;0.22;0.23;
2971;AVP;0.0;0.75;
2971;PRIV;0.5;0.75;
2971;BALLOON;0.5;0.75;
2971;PD;0.0;0.0048;
2971;LGD;0;1;
2971;CURRENCY;;;RUR
2971;PRODUCT;;;1-M813EC
2971;CREDIT_MODE;;;NKL
2971;CREDIT_INSTRUMENT;;;Credit
2971;TARGET_GR;;;01
2972;DUR;18.0;36.0;
2972;EXP;0.11;0.12;
2972;AVP;0.0;0.75;
2972;PRIV;0.5;0.75;
2972;BALLOON;0.5;0.75;
2972;PD;0.0048;0.0091;
2972;LGD;0;1;
2972;CURRENCY;;;RUR
2972;PRODUCT;;;1-M813EC
2972;CREDIT_MODE;;;NKL
2972;CREDIT_INSTRUMENT;;;Credit
2972;TARGET_GR;;;01
2973;DUR;3.0;6.0;
2973;EXP;0.1;0.11;
2973;AVP;0.0;0.5;
2973;PRIV;0.25;0.5;
2973;BALLOON;0.25;0.5;
2973;PD;0.03271;0.06204;
2973;LGD;0;1;
2973;CURRENCY;;;RUR
2973;PRODUCT;;;1-M813EC
2973;CREDIT_MODE;;;NKL
2973;CREDIT_INSTRUMENT;;;Credit
2973;TARGET_GR;;;01
2974;DUR;18.0;36.0;
2974;EXP;0.15;0.16;
2974;AVP;0.0;0.75;
2974;PRIV;0.5;0.75;
2974;BALLOON;0.5;0.75;
2974;PD;0.0;0.0048;
2974;LGD;0;1;
2974;CURRENCY;;;RUR
2974;PRODUCT;;;1-M813EC
2974;CREDIT_MODE;;;NKL
2974;CREDIT_INSTRUMENT;;;Credit
2974;TARGET_GR;;;01
2975;DUR;3.0;6.0;
2975;EXP;0.07;0.08;
2975;AVP;0.0;1.0;
2975;PRIV;0.75;1.0;
2975;BALLOON;0.75;1.0;
2975;PD;0.0091;0.01725;
2975;LGD;0;1;
2975;CURRENCY;;;RUR
2975;PRODUCT;;;1-M813EC
2975;CREDIT_MODE;;;NKL
2975;CREDIT_INSTRUMENT;;;Credit
2975;TARGET_GR;;;01
2976;DUR;3.0;6.0;
2976;EXP;0.16;0.17;
2976;AVP;0.0;0.25;
2976;PRIV;0.0;0.25;
2976;BALLOON;0.0;0.25;
2976;PD;0.03271;0.06204;
2976;LGD;0;1;
2976;CURRENCY;;;RUR
2976;PRODUCT;;;1-M813EC
2976;CREDIT_MODE;;;NKL
2976;CREDIT_INSTRUMENT;;;Credit
2976;TARGET_GR;;;01
2977;DUR;3.0;6.0;
2977;EXP;0.12;0.13;
2977;AVP;0.0;1.0;
2977;PRIV;0.75;1.0;
2977;BALLOON;0.75;1.0;
2977;PD;0.0048;0.0091;
2977;LGD;0;1;
2977;CURRENCY;;;RUR
2977;PRODUCT;;;1-M813EC
2977;CREDIT_MODE;;;NKL
2977;CREDIT_INSTRUMENT;;;Credit
2977;TARGET_GR;;;01
2978;DUR;18.0;36.0;
2978;EXP;0.11;0.12;
2978;AVP;0.0;0.5;
2978;PRIV;0.25;0.5;
2978;BALLOON;0.25;0.5;
2978;PD;0.0091;0.01725;
2978;LGD;0;1;
2978;CURRENCY;;;RUR
2978;PRODUCT;;;1-M813EC
2978;CREDIT_MODE;;;NKL
2978;CREDIT_INSTRUMENT;;;Credit
2978;TARGET_GR;;;01
2979;DUR;3.0;6.0;
2979;EXP;0.2;0.21;
2979;AVP;0.0;0.5;
2979;PRIV;0.25;0.5;
2979;BALLOON;0.25;0.5;
2979;PD;0.0091;0.01725;
2979;LGD;0;1;
2979;CURRENCY;;;RUR
2979;PRODUCT;;;1-M813EC
2979;CREDIT_MODE;;;NKL
2979;CREDIT_INSTRUMENT;;;Credit
2979;TARGET_GR;;;01
2980;DUR;18.0;36.0;
2980;EXP;0.17;0.18;
2980;AVP;0.0;0.25;
2980;PRIV;0.0;0.25;
2980;BALLOON;0.0;0.25;
2980;PD;0.0091;0.01725;
2980;LGD;0;1;
2980;CURRENCY;;;RUR
2980;PRODUCT;;;1-M813EC
2980;CREDIT_MODE;;;NKL
2980;CREDIT_INSTRUMENT;;;Credit
2980;TARGET_GR;;;01
2981;DUR;6.0;12.0;
2981;EXP;0.09;0.1;
2981;AVP;0.0;1.0;
2981;PRIV;0.75;1.0;
2981;BALLOON;0.75;1.0;
2981;PD;0.01725;0.03271;
2981;LGD;0;1;
2981;CURRENCY;;;RUR
2981;PRODUCT;;;1-M813EC
2981;CREDIT_MODE;;;NKL
2981;CREDIT_INSTRUMENT;;;Credit
2981;TARGET_GR;;;01
2982;DUR;3.0;6.0;
2982;EXP;0.17;0.18;
2982;AVP;0.0;0.5;
2982;PRIV;0.25;0.5;
2982;BALLOON;0.25;0.5;
2982;PD;0.01725;0.03271;
2982;LGD;0;1;
2982;CURRENCY;;;RUR
2982;PRODUCT;;;1-M813EC
2982;CREDIT_MODE;;;NKL
2982;CREDIT_INSTRUMENT;;;Credit
2982;TARGET_GR;;;01
2983;DUR;6.0;12.0;
2983;EXP;0.22;0.23;
2983;AVP;0.0;0.5;
2983;PRIV;0.25;0.5;
2983;BALLOON;0.25;0.5;
2983;PD;0.01725;0.03271;
2983;LGD;0;1;
2983;CURRENCY;;;RUR
2983;PRODUCT;;;1-M813EC
2983;CREDIT_MODE;;;NKL
2983;CREDIT_INSTRUMENT;;;Credit
2983;TARGET_GR;;;01
2984;DUR;18.0;36.0;
2984;EXP;0.16;0.17;
2984;AVP;0.0;0.75;
2984;PRIV;0.5;0.75;
2984;BALLOON;0.5;0.75;
2984;PD;0.0;0.0048;
2984;LGD;0;1;
2984;CURRENCY;;;RUR
2984;PRODUCT;;;1-M813EC
2984;CREDIT_MODE;;;NKL
2984;CREDIT_INSTRUMENT;;;Credit
2984;TARGET_GR;;;01
2985;DUR;18.0;36.0;
2985;EXP;0.08;0.09;
2985;AVP;0.0;0.75;
2985;PRIV;0.5;0.75;
2985;BALLOON;0.5;0.75;
2985;PD;0.0091;0.01725;
2985;LGD;0;1;
2985;CURRENCY;;;RUR
2985;PRODUCT;;;1-M813EC
2985;CREDIT_MODE;;;NKL
2985;CREDIT_INSTRUMENT;;;Credit
2985;TARGET_GR;;;01
2986;DUR;3.0;6.0;
2986;EXP;0.18;0.19;
2986;AVP;0.0;1.0;
2986;PRIV;0.75;1.0;
2986;BALLOON;0.75;1.0;
2986;PD;0.0;0.0048;
2986;LGD;0;1;
2986;CURRENCY;;;RUR
2986;PRODUCT;;;1-M813EC
2986;CREDIT_MODE;;;NKL
2986;CREDIT_INSTRUMENT;;;Credit
2986;TARGET_GR;;;01
2988;DUR;3.0;6.0;
2988;EXP;0.24;0.25;
2988;AVP;0.0;0.5;
2988;PRIV;0.25;0.5;
2988;BALLOON;0.25;0.5;
2988;PD;0.0;0.0048;
2988;LGD;0;1;
2988;CURRENCY;;;RUR
2988;PRODUCT;;;1-M813EC
2988;CREDIT_MODE;;;NKL
2988;CREDIT_INSTRUMENT;;;Credit
2988;TARGET_GR;;;01
2989;DUR;18.0;36.0;
2989;EXP;0.09;0.1;
2989;AVP;0.0;1.0;
2989;PRIV;0.75;1.0;
2989;BALLOON;0.75;1.0;
2989;PD;0.0;0.0048;
2989;LGD;0;1;
2989;CURRENCY;;;RUR
2989;PRODUCT;;;1-M813EC
2989;CREDIT_MODE;;;NKL
2989;CREDIT_INSTRUMENT;;;Credit
2989;TARGET_GR;;;01
2990;DUR;3.0;6.0;
2990;EXP;0.21;0.22;
2990;AVP;0.0;0.75;
2990;PRIV;0.5;0.75;
2990;BALLOON;0.5;0.75;
2990;PD;0.0048;0.0091;
2990;LGD;0;1;
2990;CURRENCY;;;RUR
2990;PRODUCT;;;1-M813EC
2990;CREDIT_MODE;;;NKL
2990;CREDIT_INSTRUMENT;;;Credit
2990;TARGET_GR;;;01
2991;DUR;3.0;6.0;
2991;EXP;0.12;0.13;
2991;AVP;0.0;0.5;
2991;PRIV;0.25;0.5;
2991;BALLOON;0.25;0.5;
2991;PD;0.03271;0.06204;
2991;LGD;0;1;
2991;CURRENCY;;;RUR
2991;PRODUCT;;;1-M813EC
2991;CREDIT_MODE;;;NKL
2991;CREDIT_INSTRUMENT;;;Credit
2991;TARGET_GR;;;01
2992;DUR;6.0;12.0;
2992;EXP;0.21;0.22;
2992;AVP;0.0;1.0;
2992;PRIV;0.75;1.0;
2992;BALLOON;0.75;1.0;
2992;PD;0.0048;0.0091;
2992;LGD;0;1;
2992;CURRENCY;;;RUR
2992;PRODUCT;;;1-M813EC
2992;CREDIT_MODE;;;NKL
2992;CREDIT_INSTRUMENT;;;Credit
2992;TARGET_GR;;;01
2993;DUR;18.0;36.0;
2993;EXP;0.19;0.2;
2993;AVP;0.0;0.25;
2993;PRIV;0.0;0.25;
2993;BALLOON;0.0;0.25;
2993;PD;0.0091;0.01725;
2993;LGD;0;1;
2993;CURRENCY;;;RUR
2993;PRODUCT;;;1-M813EC
2993;CREDIT_MODE;;;NKL
2993;CREDIT_INSTRUMENT;;;Credit
2993;TARGET_GR;;;01
2996;DUR;3.0;6.0;
2996;EXP;0.05;0.06;
2996;AVP;0.0;1.0;
2996;PRIV;0.75;1.0;
2996;BALLOON;0.75;1.0;
2996;PD;0.01725;0.03271;
2996;LGD;0;1;
2996;CURRENCY;;;RUR
2996;PRODUCT;;;1-M813EC
2996;CREDIT_MODE;;;NKL
2996;CREDIT_INSTRUMENT;;;Credit
2996;TARGET_GR;;;01
2997;DUR;6.0;12.0;
2997;EXP;0.14;0.15;
2997;AVP;0.0;0.75;
2997;PRIV;0.5;0.75;
2997;BALLOON;0.5;0.75;
2997;PD;0.03271;0.06204;
2997;LGD;0;1;
2997;CURRENCY;;;RUR
2997;PRODUCT;;;1-M813EC
2997;CREDIT_MODE;;;NKL
2997;CREDIT_INSTRUMENT;;;Credit
2997;TARGET_GR;;;01
2998;DUR;3.0;6.0;
2998;EXP;0.18;0.19;
2998;AVP;0.0;0.5;
2998;PRIV;0.25;0.5;
2998;BALLOON;0.25;0.5;
2998;PD;0.01725;0.03271;
2998;LGD;0;1;
2998;CURRENCY;;;RUR
2998;PRODUCT;;;1-M813EC
2998;CREDIT_MODE;;;NKL
2998;CREDIT_INSTRUMENT;;;Credit
2998;TARGET_GR;;;01
2999;DUR;18.0;36.0;
2999;EXP;0.18;0.19;
2999;AVP;0.0;0.75;
2999;PRIV;0.5;0.75;
2999;BALLOON;0.5;0.75;
2999;PD;0.0;0.0048;
2999;LGD;0;1;
2999;CURRENCY;;;RUR
2999;PRODUCT;;;1-M813EC
2999;CREDIT_MODE;;;NKL
2999;CREDIT_INSTRUMENT;;;Credit
2999;TARGET_GR;;;01
3000;DUR;3.0;6.0;
3000;EXP;0.14;0.15;
3000;AVP;0.0;1.0;
3000;PRIV;0.75;1.0;
3000;BALLOON;0.75;1.0;
3000;PD;0.0048;0.0091;
3000;LGD;0;1;
3000;CURRENCY;;;RUR
3000;PRODUCT;;;1-M813EC
3000;CREDIT_MODE;;;NKL
3000;CREDIT_INSTRUMENT;;;Credit
3000;TARGET_GR;;;01
3001;DUR;3.0;6.0;
3001;EXP;0.18;0.19;
3001;AVP;0.0;0.25;
3001;PRIV;0.0;0.25;
3001;BALLOON;0.0;0.25;
3001;PD;0.03271;0.06204;
3001;LGD;0;1;
3001;CURRENCY;;;RUR
3001;PRODUCT;;;1-M813EC
3001;CREDIT_MODE;;;NKL
3001;CREDIT_INSTRUMENT;;;Credit
3001;TARGET_GR;;;01
3002;DUR;6.0;12.0;
3002;EXP;0.17;0.18;
3002;AVP;0.0;1.0;
3002;PRIV;0.75;1.0;
3002;BALLOON;0.75;1.0;
3002;PD;0.0091;0.01725;
3002;LGD;0;1;
3002;CURRENCY;;;RUR
3002;PRODUCT;;;1-M813EC
3002;CREDIT_MODE;;;NKL
3002;CREDIT_INSTRUMENT;;;Credit
3002;TARGET_GR;;;01
3003;DUR;3.0;6.0;
3003;EXP;0.07;0.08;
3003;AVP;0.0;0.75;
3003;PRIV;0.5;0.75;
3003;BALLOON;0.5;0.75;
3003;PD;0.03271;0.06204;
3003;LGD;0;1;
3003;CURRENCY;;;RUR
3003;PRODUCT;;;1-M813EC
3003;CREDIT_MODE;;;NKL
