BO_ID;FEATURE_ID;MIN;MAX;categorial
1163;PRODUCT;;;1-M813EC
1163;CREDIT_MODE;;;Credit Contract
1163;CREDIT_INSTRUMENT;;;Credit
1163;TARGET_GR;;;01
1164;DUR;6.0;12.0;
1164;EXP;0.02;0.03;
1164;AVP;0.0;0.01;
1164;PRIV;0.0;0.25;
1164;BALLOON;0.0;0.25;
1164;PD;0.0;0.0048;
1164;LGD;0;1;
1164;CURRENCY;;;RUR
1164;PRODUCT;;;1-M813EC
1164;CREDIT_MODE;;;Credit Contract
1164;CREDIT_INSTRUMENT;;;Credit
1164;TARGET_GR;;;01
1165;DUR;6.0;12.0;
1165;EXP;0.01;0.02;
1165;AVP;0.0;0.01;
1165;PRIV;0.0;0.25;
1165;BALLOON;0.0;0.25;
1165;PD;0.0048;0.0091;
1165;LGD;0;1;
1165;CURRENCY;;;RUR
1165;PRODUCT;;;1-M813EC
1165;CREDIT_MODE;;;Credit Contract
1165;CREDIT_INSTRUMENT;;;Credit
1165;TARGET_GR;;;01
1166;DUR;6.0;12.0;
1166;EXP;0.0;0.01;
1166;AVP;0.0;0.01;
1166;PRIV;0.5;0.75;
1166;BALLOON;0.5;0.75;
1166;PD;0.0048;0.0091;
1166;LGD;0;1;
1166;CURRENCY;;;RUR
1166;PRODUCT;;;1-M813EC
1166;CREDIT_MODE;;;Credit Contract
1166;CREDIT_INSTRUMENT;;;Credit
1166;TARGET_GR;;;01
1167;DUR;6.0;12.0;
1167;EXP;0.01;0.02;
1167;AVP;0.0;0.01;
1167;PRIV;0.25;0.5;
1167;BALLOON;0.25;0.5;
1167;PD;0.0;0.0048;
1167;LGD;0;1;
1167;CURRENCY;;;RUR
1167;PRODUCT;;;1-M813EC
1167;CREDIT_MODE;;;Credit Contract
1167;CREDIT_INSTRUMENT;;;Credit
1167;TARGET_GR;;;01
1168;DUR;3.0;6.0;
1168;EXP;0.0;0.01;
1168;AVP;0.0;0.01;
1168;PRIV;0.0;0.25;
1168;BALLOON;0.0;0.25;
1168;PD;0.0048;0.0091;
1168;LGD;0;1;
1168;CURRENCY;;;RUR
1168;PRODUCT;;;1-M813EC
1168;CREDIT_MODE;;;Credit Contract
1168;CREDIT_INSTRUMENT;;;Credit
1168;TARGET_GR;;;01
1169;DUR;3.0;6.0;
1169;EXP;0.0;0.01;
1169;AVP;0.0;0.01;
1169;PRIV;0.25;0.5;
1169;BALLOON;0.25;0.5;
1169;PD;0.0;0.0048;
1169;LGD;0;1;
1169;CURRENCY;;;RUR
1169;PRODUCT;;;1-M813EC
1169;CREDIT_MODE;;;Credit Contract
1169;CREDIT_INSTRUMENT;;;Credit
1169;TARGET_GR;;;01
1170;DUR;6.0;12.0;
1170;EXP;0.0;0.01;
1170;AVP;0.0;0.01;
1170;PRIV;0.75;1.0;
1170;BALLOON;0.75;1.0;
1170;PD;0.0;0.0048;
1170;LGD;0;1;
1170;CURRENCY;;;RUR
1170;PRODUCT;;;1-M813EC
1170;CREDIT_MODE;;;Credit Contract
1170;CREDIT_INSTRUMENT;;;Credit
1170;TARGET_GR;;;01
1171;DUR;6.0;12.0;
1171;EXP;0.01;0.02;
1171;AVP;0.0;0.01;
1171;PRIV;0.5;0.75;
1171;BALLOON;0.5;0.75;
1171;PD;0.0091;0.01725;
1171;LGD;0;1;
1171;CURRENCY;;;RUR
1171;PRODUCT;;;1-M813EC
1171;CREDIT_MODE;;;Credit Contract
1171;CREDIT_INSTRUMENT;;;Credit
1171;TARGET_GR;;;01
1172;DUR;6.0;12.0;
1172;EXP;0.0;0.01;
1172;AVP;0.0;0.01;
1172;PRIV;0.25;0.5;
1172;BALLOON;0.25;0.5;
1172;PD;0.0091;0.01725;
1172;LGD;0;1;
1172;CURRENCY;;;RUR
1172;PRODUCT;;;1-M813EC
1172;CREDIT_MODE;;;Credit Contract
1172;CREDIT_INSTRUMENT;;;Credit
1172;TARGET_GR;;;01
1173;DUR;3.0;6.0;
1173;EXP;0.01;0.02;
1173;AVP;0.0;0.01;
1173;PRIV;0.0;0.25;
1173;BALLOON;0.0;0.25;
1173;PD;0.0;0.0048;
1173;LGD;0;1;
1173;CURRENCY;;;RUR
1173;PRODUCT;;;1-M813EC
1173;CREDIT_MODE;;;Credit Contract
1173;CREDIT_INSTRUMENT;;;Credit
1173;TARGET_GR;;;01
1174;DUR;6.0;12.0;
1174;EXP;0.0;0.01;
1174;AVP;0.0;0.01;
1174;PRIV;0.0;0.25;
1174;BALLOON;0.0;0.25;
1174;PD;0.01725;0.03271;
1174;LGD;0;1;
1174;CURRENCY;;;RUR
1174;PRODUCT;;;1-M813EC
1174;CREDIT_MODE;;;Credit Contract
1174;CREDIT_INSTRUMENT;;;Credit
1174;TARGET_GR;;;01
1175;DUR;6.0;12.0;
1175;EXP;0.01;0.02;
1175;AVP;0.0;0.01;
1175;PRIV;0.5;0.75;
1175;BALLOON;0.5;0.75;
1175;PD;0.0;0.0048;
1175;LGD;0;1;
1175;CURRENCY;;;RUR
1175;PRODUCT;;;1-M813EC
1175;CREDIT_MODE;;;Credit Contract
1175;CREDIT_INSTRUMENT;;;Credit
1175;TARGET_GR;;;01
1176;DUR;6.0;12.0;
1176;EXP;0.01;0.02;
1176;AVP;0.0;0.01;
1176;PRIV;0.0;0.25;
1176;BALLOON;0.0;0.25;
1176;PD;0.0091;0.01725;
1176;LGD;0;1;
1176;CURRENCY;;;RUR
1176;PRODUCT;;;1-M813EC
1176;CREDIT_MODE;;;Credit Contract
1176;CREDIT_INSTRUMENT;;;Credit
1176;TARGET_GR;;;01
1177;DUR;6.0;12.0;
1177;EXP;0.02;0.03;
1177;AVP;0.0;0.01;
1177;PRIV;0.0;0.25;
1177;BALLOON;0.0;0.25;
1177;PD;0.0048;0.0091;
1177;LGD;0;1;
1177;CURRENCY;;;RUR
1177;PRODUCT;;;1-M813EC
1177;CREDIT_MODE;;;Credit Contract
1177;CREDIT_INSTRUMENT;;;Credit
1177;TARGET_GR;;;01
1178;DUR;6.0;12.0;
1178;EXP;0.04;0.05;
1178;AVP;0.0;0.01;
1178;PRIV;0.0;0.25;
1178;BALLOON;0.0;0.25;
1178;PD;0.0;0.0048;
1178;LGD;0;1;
1178;CURRENCY;;;RUR
1178;PRODUCT;;;1-M813EC
1178;CREDIT_MODE;;;Credit Contract
1178;CREDIT_INSTRUMENT;;;Credit
1178;TARGET_GR;;;01
1179;DUR;3.0;6.0;
1179;EXP;0.0;0.01;
1179;AVP;0.0;0.01;
1179;PRIV;0.5;0.75;
1179;BALLOON;0.5;0.75;
1179;PD;0.0;0.0048;
1179;LGD;0;1;
1179;CURRENCY;;;RUR
1179;PRODUCT;;;1-M813EC
1179;CREDIT_MODE;;;Credit Contract
1179;CREDIT_INSTRUMENT;;;Credit
1179;TARGET_GR;;;01
1180;DUR;6.0;12.0;
1180;EXP;0.0;0.01;
1180;AVP;0.0;0.01;
1180;PRIV;0.5;0.75;
1180;BALLOON;0.5;0.75;
1180;PD;0.0091;0.01725;
1180;LGD;0;1;
1180;CURRENCY;;;RUR
1180;PRODUCT;;;1-M813EC
1180;CREDIT_MODE;;;Credit Contract
1180;CREDIT_INSTRUMENT;;;Credit
1180;TARGET_GR;;;01
1181;DUR;6.0;12.0;
1181;EXP;0.02;0.03;
1181;AVP;0.0;0.01;
1181;PRIV;0.25;0.5;
1181;BALLOON;0.25;0.5;
1181;PD;0.0;0.0048;
1181;LGD;0;1;
1181;CURRENCY;;;RUR
1181;PRODUCT;;;1-M813EC
1181;CREDIT_MODE;;;Credit Contract
1181;CREDIT_INSTRUMENT;;;Credit
1181;TARGET_GR;;;01
1182;DUR;6.0;12.0;
1182;EXP;0.01;0.02;
1182;AVP;0.0;0.01;
1182;PRIV;0.25;0.5;
1182;BALLOON;0.25;0.5;
1182;PD;0.0048;0.0091;
1182;LGD;0;1;
1182;CURRENCY;;;RUR
1182;PRODUCT;;;1-M813EC
1182;CREDIT_MODE;;;Credit Contract
1182;CREDIT_INSTRUMENT;;;Credit
1182;TARGET_GR;;;01
1183;DUR;6.0;12.0;
1183;EXP;0.05;0.06;
1183;AVP;0.0;0.01;
1183;PRIV;0.0;0.25;
1183;BALLOON;0.0;0.25;
1183;PD;0.0;0.0048;
1183;LGD;0;1;
1183;CURRENCY;;;RUR
1183;PRODUCT;;;1-M813EC
1183;CREDIT_MODE;;;Credit Contract
1183;CREDIT_INSTRUMENT;;;Credit
1183;TARGET_GR;;;01
1184;DUR;3.0;6.0;
1184;EXP;0.0;0.01;
1184;AVP;0.0;0.01;
1184;PRIV;0.0;0.25;
1184;BALLOON;0.0;0.25;
1184;PD;0.0091;0.01725;
1184;LGD;0;1;
1184;CURRENCY;;;RUR
1184;PRODUCT;;;1-M813EC
1184;CREDIT_MODE;;;Credit Contract
1184;CREDIT_INSTRUMENT;;;Credit
1184;TARGET_GR;;;01
1185;DUR;6.0;12.0;
1185;EXP;0.0;0.01;
1185;AVP;0.0;0.01;
1185;PRIV;0.75;1.0;
1185;BALLOON;0.75;1.0;
1185;PD;0.0048;0.0091;
1185;LGD;0;1;
1185;CURRENCY;;;RUR
1185;PRODUCT;;;1-M813EC
1185;CREDIT_MODE;;;Credit Contract
1185;CREDIT_INSTRUMENT;;;Credit
1185;TARGET_GR;;;01
1186;DUR;6.0;12.0;
1186;EXP;0.03;0.04;
1186;AVP;0.0;0.01;
1186;PRIV;0.0;0.25;
1186;BALLOON;0.0;0.25;
1186;PD;0.0;0.0048;
1186;LGD;0;1;
1186;CURRENCY;;;RUR
1186;PRODUCT;;;1-M813EC
1186;CREDIT_MODE;;;Credit Contract
1186;CREDIT_INSTRUMENT;;;Credit
1186;TARGET_GR;;;01
1187;DUR;3.0;6.0;
1187;EXP;0.1;0.11;
1187;AVP;0.0;0.01;
1187;PRIV;0.25;0.5;
1187;BALLOON;0.25;0.5;
1187;PD;0.0;0.0048;
1187;LGD;0;1;
1187;CURRENCY;;;RUR
1187;PRODUCT;;;1-M813EC
1187;CREDIT_MODE;;;Credit Contract
1187;CREDIT_INSTRUMENT;;;Credit
1187;TARGET_GR;;;01
1188;DUR;6.0;12.0;
1188;EXP;0.03;0.04;
1188;AVP;0.0;0.01;
1188;PRIV;0.25;0.5;
1188;BALLOON;0.25;0.5;
1188;PD;0.0048;0.0091;
1188;LGD;0;1;
1188;CURRENCY;;;RUR
1188;PRODUCT;;;1-M813EC
1188;CREDIT_MODE;;;Credit Contract
1188;CREDIT_INSTRUMENT;;;Credit
1188;TARGET_GR;;;01
1189;DUR;6.0;12.0;
1189;EXP;0.06;0.07;
1189;AVP;0.0;0.01;
1189;PRIV;0.0;0.25;
1189;BALLOON;0.0;0.25;
1189;PD;0.0048;0.0091;
1189;LGD;0;1;
1189;CURRENCY;;;RUR
1189;PRODUCT;;;1-M813EC
1189;CREDIT_MODE;;;Credit Contract
1189;CREDIT_INSTRUMENT;;;Credit
1189;TARGET_GR;;;01
1190;DUR;6.0;12.0;
1190;EXP;0.09;0.1;
1190;AVP;0.0;0.01;
1190;PRIV;0.0;0.25;
1190;BALLOON;0.0;0.25;
1190;PD;0.0048;0.0091;
1190;LGD;0;1;
1190;CURRENCY;;;RUR
1190;PRODUCT;;;1-M813EC
1190;CREDIT_MODE;;;Credit Contract
1190;CREDIT_INSTRUMENT;;;Credit
1190;TARGET_GR;;;01
1191;DUR;3.0;6.0;
1191;EXP;0.07;0.08;
1191;AVP;0.0;0.01;
1191;PRIV;0.0;0.25;
1191;BALLOON;0.0;0.25;
1191;PD;0.0;0.0048;
1191;LGD;0;1;
1191;CURRENCY;;;RUR
1191;PRODUCT;;;1-M813EC
1191;CREDIT_MODE;;;Credit Contract
1191;CREDIT_INSTRUMENT;;;Credit
1191;TARGET_GR;;;01
1192;DUR;6.0;12.0;
1192;EXP;0.01;0.02;
1192;AVP;0.0;0.01;
1192;PRIV;0.25;0.5;
1192;BALLOON;0.25;0.5;
1192;PD;0.01725;0.03271;
1192;LGD;0;1;
1192;CURRENCY;;;RUR
1192;PRODUCT;;;1-M813EC
1192;CREDIT_MODE;;;Credit Contract
1192;CREDIT_INSTRUMENT;;;Credit
1192;TARGET_GR;;;01
1193;DUR;6.0;12.0;
1193;EXP;0.06;0.07;
1193;AVP;0.0;0.01;
1193;PRIV;0.0;0.25;
1193;BALLOON;0.0;0.25;
1193;PD;0.0091;0.01725;
1193;LGD;0;1;
1193;CURRENCY;;;RUR
1193;PRODUCT;;;1-M813EC
1193;CREDIT_MODE;;;Credit Contract
1193;CREDIT_INSTRUMENT;;;Credit
1193;TARGET_GR;;;01
1194;DUR;6.0;12.0;
1194;EXP;0.03;0.04;
1194;AVP;0.0;0.01;
1194;PRIV;0.25;0.5;
1194;BALLOON;0.25;0.5;
1194;PD;0.0091;0.01725;
1194;LGD;0;1;
1194;CURRENCY;;;RUR
1194;PRODUCT;;;1-M813EC
1194;CREDIT_MODE;;;Credit Contract
1194;CREDIT_INSTRUMENT;;;Credit
1194;TARGET_GR;;;01
1195;DUR;6.0;12.0;
1195;EXP;0.02;0.03;
1195;AVP;0.0;0.01;
1195;PRIV;0.5;0.75;
1195;BALLOON;0.5;0.75;
1195;PD;0.0091;0.01725;
1195;LGD;0;1;
1195;CURRENCY;;;RUR
1195;PRODUCT;;;1-M813EC
1195;CREDIT_MODE;;;Credit Contract
1195;CREDIT_INSTRUMENT;;;Credit
1195;TARGET_GR;;;01
1196;DUR;6.0;12.0;
1196;EXP;0.09;0.1;
1196;AVP;0.0;0.01;
1196;PRIV;0.25;0.5;
1196;BALLOON;0.25;0.5;
1196;PD;0.0;0.0048;
1196;LGD;0;1;
1196;CURRENCY;;;RUR
1196;PRODUCT;;;1-M813EC
1196;CREDIT_MODE;;;Credit Contract
1196;CREDIT_INSTRUMENT;;;Credit
1196;TARGET_GR;;;01
1197;DUR;3.0;6.0;
1197;EXP;0.03;0.04;
1197;AVP;0.0;0.01;
1197;PRIV;0.0;0.25;
1197;BALLOON;0.0;0.25;
1197;PD;0.0048;0.0091;
1197;LGD;0;1;
1197;CURRENCY;;;RUR
1197;PRODUCT;;;1-M813EC
1197;CREDIT_MODE;;;Credit Contract
1197;CREDIT_INSTRUMENT;;;Credit
1197;TARGET_GR;;;01
1198;DUR;3.0;6.0;
1198;EXP;0.03;0.04;
1198;AVP;0.0;0.01;
1198;PRIV;0.25;0.5;
1198;BALLOON;0.25;0.5;
1198;PD;0.0;0.0048;
1198;LGD;0;1;
1198;CURRENCY;;;RUR
1198;PRODUCT;;;1-M813EC
1198;CREDIT_MODE;;;Credit Contract
1198;CREDIT_INSTRUMENT;;;Credit
1198;TARGET_GR;;;01
1199;DUR;6.0;12.0;
1199;EXP;0.14;0.15;
1199;AVP;0.0;0.01;
1199;PRIV;0.0;0.25;
1199;BALLOON;0.0;0.25;
1199;PD;0.0;0.0048;
1199;LGD;0;1;
1199;CURRENCY;;;RUR
1199;PRODUCT;;;1-M813EC
1199;CREDIT_MODE;;;Credit Contract
1199;CREDIT_INSTRUMENT;;;Credit
1199;TARGET_GR;;;01
1200;DUR;6.0;12.0;
1200;EXP;0.07;0.08;
1200;AVP;0.0;0.01;
1200;PRIV;0.5;0.75;
1200;BALLOON;0.5;0.75;
1200;PD;0.0;0.0048;
1200;LGD;0;1;
1200;CURRENCY;;;RUR
1200;PRODUCT;;;1-M813EC
1200;CREDIT_MODE;;;Credit Contract
1200;CREDIT_INSTRUMENT;;;Credit
1200;TARGET_GR;;;01
1201;DUR;6.0;12.0;
1201;EXP;0.06;0.07;
1201;AVP;0.0;0.01;
1201;PRIV;0.25;0.5;
1201;BALLOON;0.25;0.5;
1201;PD;0.0048;0.0091;
1201;LGD;0;1;
1201;CURRENCY;;;RUR
1201;PRODUCT;;;1-M813EC
1201;CREDIT_MODE;;;Credit Contract
1201;CREDIT_INSTRUMENT;;;Credit
1201;TARGET_GR;;;01
1202;DUR;6.0;12.0;
1202;EXP;0.1;0.11;
1202;AVP;0.0;0.01;
1202;PRIV;0.0;0.25;
1202;BALLOON;0.0;0.25;
1202;PD;0.0048;0.0091;
1202;LGD;0;1;
1202;CURRENCY;;;RUR
1202;PRODUCT;;;1-M813EC
1202;CREDIT_MODE;;;Credit Contract
1202;CREDIT_INSTRUMENT;;;Credit
1202;TARGET_GR;;;01
1203;DUR;6.0;12.0;
1203;EXP;0.03;0.04;
1203;AVP;0.0;0.01;
1203;PRIV;0.75;1.0;
1203;BALLOON;0.75;1.0;
1203;PD;0.0;0.0048;
1203;LGD;0;1;
1203;CURRENCY;;;RUR
1203;PRODUCT;;;1-M813EC
1203;CREDIT_MODE;;;Credit Contract
1203;CREDIT_INSTRUMENT;;;Credit
1203;TARGET_GR;;;01
1204;DUR;6.0;12.0;
1204;EXP;0.04;0.05;
1204;AVP;0.0;0.01;
1204;PRIV;0.5;0.75;
1204;BALLOON;0.5;0.75;
1204;PD;0.0048;0.0091;
1204;LGD;0;1;
1204;CURRENCY;;;RUR
1204;PRODUCT;;;1-M813EC
1204;CREDIT_MODE;;;Credit Contract
1204;CREDIT_INSTRUMENT;;;Credit
1204;TARGET_GR;;;01
1205;DUR;18.0;36.0;
1205;EXP;0.01;0.02;
1205;AVP;0.0;0.01;
1205;PRIV;0.0;0.25;
1205;BALLOON;0.0;0.25;
1205;PD;0.0;0.0048;
1205;LGD;0;1;
1205;CURRENCY;;;RUR
1205;PRODUCT;;;1-M813EC
1205;CREDIT_MODE;;;Credit Contract
1205;CREDIT_INSTRUMENT;;;Credit
1205;TARGET_GR;;;01
1206;DUR;3.0;6.0;
1206;EXP;0.08;0.09;
1206;AVP;0.0;0.01;
1206;PRIV;0.0;0.25;
1206;BALLOON;0.0;0.25;
1206;PD;0.0;0.0048;
1206;LGD;0;1;
1206;CURRENCY;;;RUR
1206;PRODUCT;;;1-M813EC
1206;CREDIT_MODE;;;Credit Contract
1206;CREDIT_INSTRUMENT;;;Credit
1206;TARGET_GR;;;01
1207;DUR;6.0;12.0;
1207;EXP;0.07;0.08;
1207;AVP;0.0;0.01;
1207;PRIV;0.0;0.25;
1207;BALLOON;0.0;0.25;
1207;PD;0.0091;0.01725;
1207;LGD;0;1;
1207;CURRENCY;;;RUR
1207;PRODUCT;;;1-M813EC
1207;CREDIT_MODE;;;Credit Contract
1207;CREDIT_INSTRUMENT;;;Credit
1207;TARGET_GR;;;01
1208;DUR;6.0;12.0;
1208;EXP;0.1;0.11;
1208;AVP;0.0;0.01;
1208;PRIV;0.25;0.5;
1208;BALLOON;0.25;0.5;
1208;PD;0.0;0.0048;
1208;LGD;0;1;
1208;CURRENCY;;;RUR
1208;PRODUCT;;;1-M813EC
1208;CREDIT_MODE;;;Credit Contract
1208;CREDIT_INSTRUMENT;;;Credit
1208;TARGET_GR;;;01
1209;DUR;3.0;6.0;
1209;EXP;0.02;0.03;
1209;AVP;0.0;0.01;
1209;PRIV;0.5;0.75;
1209;BALLOON;0.5;0.75;
1209;PD;0.0;0.0048;
1209;LGD;0;1;
1209;CURRENCY;;;RUR
1209;PRODUCT;;;1-M813EC
1209;CREDIT_MODE;;;Credit Contract
1209;CREDIT_INSTRUMENT;;;Credit
1209;TARGET_GR;;;01
1210;DUR;6.0;12.0;
1210;EXP;0.11;0.12;
1210;AVP;0.0;0.01;
1210;PRIV;0.0;0.25;
1210;BALLOON;0.0;0.25;
1210;PD;0.0048;0.0091;
1210;LGD;0;1;
1210;CURRENCY;;;RUR
1210;PRODUCT;;;1-M813EC
1210;CREDIT_MODE;;;Credit Contract
1210;CREDIT_INSTRUMENT;;;Credit
1210;TARGET_GR;;;01
1211;DUR;3.0;6.0;
1211;EXP;0.0;0.01;
1211;AVP;0.0;0.01;
1211;PRIV;0.5;0.75;
1211;BALLOON;0.5;0.75;
1211;PD;0.0091;0.01725;
1211;LGD;0;1;
1211;CURRENCY;;;RUR
1211;PRODUCT;;;1-M813EC
1211;CREDIT_MODE;;;Credit Contract
1211;CREDIT_INSTRUMENT;;;Credit
1211;TARGET_GR;;;01
1212;DUR;6.0;12.0;
1212;EXP;0.03;0.04;
1212;AVP;0.0;0.01;
1212;PRIV;0.0;0.25;
1212;BALLOON;0.0;0.25;
1212;PD;0.01725;0.03271;
1212;LGD;0;1;
1212;CURRENCY;;;RUR
1212;PRODUCT;;;1-M813EC
1212;CREDIT_MODE;;;Credit Contract
1212;CREDIT_INSTRUMENT;;;Credit
1212;TARGET_GR;;;01
1213;DUR;6.0;12.0;
1213;EXP;0.07;0.08;
1213;AVP;0.0;0.01;
1213;PRIV;0.25;0.5;
1213;BALLOON;0.25;0.5;
1213;PD;0.0048;0.0091;
1213;LGD;0;1;
1213;CURRENCY;;;RUR
1213;PRODUCT;;;1-M813EC
1213;CREDIT_MODE;;;Credit Contract
1213;CREDIT_INSTRUMENT;;;Credit
1213;TARGET_GR;;;01
1214;DUR;18.0;36.0;
1214;EXP;0.0;0.01;
1214;AVP;0.0;0.01;
1214;PRIV;0.0;0.25;
1214;BALLOON;0.0;0.25;
1214;PD;0.0048;0.0091;
1214;LGD;0;1;
1214;CURRENCY;;;RUR
1214;PRODUCT;;;1-M813EC
1214;CREDIT_MODE;;;Credit Contract
1214;CREDIT_INSTRUMENT;;;Credit
1214;TARGET_GR;;;01
1215;DUR;3.0;6.0;
1215;EXP;0.09;0.1;
1215;AVP;0.0;0.01;
1215;PRIV;0.0;0.25;
1215;BALLOON;0.0;0.25;
1215;PD;0.0;0.0048;
1215;LGD;0;1;
1215;CURRENCY;;;RUR
1215;PRODUCT;;;1-M813EC
1215;CREDIT_MODE;;;Credit Contract
1215;CREDIT_INSTRUMENT;;;Credit
1215;TARGET_GR;;;01
1216;DUR;6.0;12.0;
1216;EXP;0.05;0.06;
1216;AVP;0.0;0.01;
1216;PRIV;0.5;0.75;
1216;BALLOON;0.5;0.75;
1216;PD;0.0048;0.0091;
1216;LGD;0;1;
1216;CURRENCY;;;RUR
1216;PRODUCT;;;1-M813EC
1216;CREDIT_MODE;;;Credit Contract
1216;CREDIT_INSTRUMENT;;;Credit
1216;TARGET_GR;;;01
1217;DUR;3.0;6.0;
1217;EXP;0.01;0.02;
1217;AVP;0.0;0.01;
1217;PRIV;0.25;0.5;
1217;BALLOON;0.25;0.5;
1217;PD;0.0048;0.0091;
1217;LGD;0;1;
1217;CURRENCY;;;RUR
1217;PRODUCT;;;1-M813EC
1217;CREDIT_MODE;;;Credit Contract
1217;CREDIT_INSTRUMENT;;;Credit
1217;TARGET_GR;;;01
1218;DUR;6.0;12.0;
1218;EXP;0.06;0.07;
1218;AVP;0.0;0.01;
1218;PRIV;0.5;0.75;
1218;BALLOON;0.5;0.75;
1218;PD;0.0;0.0048;
1218;LGD;0;1;
1218;CURRENCY;;;RUR
1218;PRODUCT;;;1-M813EC
1218;CREDIT_MODE;;;Credit Contract
1218;CREDIT_INSTRUMENT;;;Credit
1218;TARGET_GR;;;01
1219;DUR;6.0;12.0;
1219;EXP;0.13;0.14;
1219;AVP;0.0;0.01;
1219;PRIV;0.0;0.25;
1219;BALLOON;0.0;0.25;
1219;PD;0.0;0.0048;
1219;LGD;0;1;
1219;CURRENCY;;;RUR
1219;PRODUCT;;;1-M813EC
1219;CREDIT_MODE;;;Credit Contract
1219;CREDIT_INSTRUMENT;;;Credit
1219;TARGET_GR;;;01
1220;DUR;6.0;12.0;
1220;EXP;0.0;0.01;
1220;AVP;0.0;0.01;
1220;PRIV;0.25;0.5;
1220;BALLOON;0.25;0.5;
1220;PD;0.03271;0.06204;
1220;LGD;0;1;
1220;CURRENCY;;;RUR
1220;PRODUCT;;;1-M813EC
1220;CREDIT_MODE;;;Credit Contract
1220;CREDIT_INSTRUMENT;;;Credit
1220;TARGET_GR;;;01
1221;DUR;6.0;12.0;
1221;EXP;0.1;0.11;
1221;AVP;0.0;0.01;
1221;PRIV;0.0;0.25;
1221;BALLOON;0.0;0.25;
1221;PD;0.0;0.0048;
1221;LGD;0;1;
1221;CURRENCY;;;RUR
1221;PRODUCT;;;1-M813EC
1221;CREDIT_MODE;;;Credit Contract
1221;CREDIT_INSTRUMENT;;;Credit
1221;TARGET_GR;;;01
1222;DUR;6.0;12.0;
1222;EXP;0.04;0.05;
1222;AVP;0.0;0.01;
1222;PRIV;0.5;0.75;
1222;BALLOON;0.5;0.75;
1222;PD;0.0;0.0048;
1222;LGD;0;1;
1222;CURRENCY;;;RUR
1222;PRODUCT;;;1-M813EC
1222;CREDIT_MODE;;;Credit Contract
1222;CREDIT_INSTRUMENT;;;Credit
1222;TARGET_GR;;;01
1223;DUR;6.0;12.0;
1223;EXP;0.04;0.05;
1223;AVP;0.0;0.01;
1223;PRIV;0.0;0.25;
1223;BALLOON;0.0;0.25;
1223;PD;0.0091;0.01725;
1223;LGD;0;1;
1223;CURRENCY;;;RUR
1223;PRODUCT;;;1-M813EC
1223;CREDIT_MODE;;;Credit Contract
1223;CREDIT_INSTRUMENT;;;Credit
1223;TARGET_GR;;;01
1224;DUR;6.0;12.0;
1224;EXP;0.06;0.07;
1224;AVP;0.0;0.01;
1224;PRIV;0.25;0.5;
1224;BALLOON;0.25;0.5;
1224;PD;0.0;0.0048;
1224;LGD;0;1;
1224;CURRENCY;;;RUR
1224;PRODUCT;;;1-M813EC
1224;CREDIT_MODE;;;Credit Contract
1224;CREDIT_INSTRUMENT;;;Credit
1224;TARGET_GR;;;01
1225;DUR;3.0;6.0;
1225;EXP;0.05;0.06;
1225;AVP;0.0;0.01;
1225;PRIV;0.0;0.25;
1225;BALLOON;0.0;0.25;
1225;PD;0.0;0.0048;
1225;LGD;0;1;
1225;CURRENCY;;;RUR
1225;PRODUCT;;;1-M813EC
1225;CREDIT_MODE;;;Credit Contract
1225;CREDIT_INSTRUMENT;;;Credit
1225;TARGET_GR;;;01
1226;DUR;6.0;12.0;
1226;EXP;0.11;0.12;
1226;AVP;0.0;0.01;
1226;PRIV;0.0;0.25;
1226;BALLOON;0.0;0.25;
1226;PD;0.0;0.0048;
1226;LGD;0;1;
1226;CURRENCY;;;RUR
1226;PRODUCT;;;1-M813EC
1226;CREDIT_MODE;;;Credit Contract
1226;CREDIT_INSTRUMENT;;;Credit
1226;TARGET_GR;;;01
1227;DUR;3.0;6.0;
1227;EXP;0.0;0.01;
1227;AVP;0.0;0.01;
1227;PRIV;0.25;0.5;
1227;BALLOON;0.25;0.5;
1227;PD;0.0091;0.01725;
1227;LGD;0;1;
1227;CURRENCY;;;RUR
1227;PRODUCT;;;1-M813EC
1227;CREDIT_MODE;;;Credit Contract
1227;CREDIT_INSTRUMENT;;;Credit
1227;TARGET_GR;;;01
1228;DUR;6.0;12.0;
1228;EXP;0.02;0.03;
1228;AVP;0.0;0.01;
1228;PRIV;0.25;0.5;
1228;BALLOON;0.25;0.5;
1228;PD;0.0091;0.01725;
1228;LGD;0;1;
1228;CURRENCY;;;RUR
1228;PRODUCT;;;1-M813EC
1228;CREDIT_MODE;;;Credit Contract
1228;CREDIT_INSTRUMENT;;;Credit
1228;TARGET_GR;;;01
1229;DUR;3.0;6.0;
1229;EXP;0.01;0.02;
1229;AVP;0.0;0.01;
1229;PRIV;0.5;0.75;
1229;BALLOON;0.5;0.75;
1229;PD;0.0;0.0048;
1229;LGD;0;1;
1229;CURRENCY;;;RUR
1229;PRODUCT;;;1-M813EC
1229;CREDIT_MODE;;;Credit Contract
1229;CREDIT_INSTRUMENT;;;Credit
1229;TARGET_GR;;;01
1230;DUR;6.0;12.0;
1230;EXP;0.0;0.01;
1230;AVP;0.0;0.01;
1230;PRIV;0.75;1.0;
1230;BALLOON;0.75;1.0;
1230;PD;0.0091;0.01725;
1230;LGD;0;1;
1230;CURRENCY;;;RUR
1230;PRODUCT;;;1-M813EC
1230;CREDIT_MODE;;;Credit Contract
1230;CREDIT_INSTRUMENT;;;Credit
