BO_ID;CLUST_ID;BO_QUALITY
1478;CORP_CRED;0.0008
1479;CORP_CRED;0.0019
1480;CORP_CRED;0.0
1481;CORP_CRED;0.0
1482;CORP_CRED;0.0
1483;CORP_CRED;0.0
1484;CORP_CRED;0.0
1485;CORP_CRED;0.0003
1486;CORP_CRED;0.0063
1487;CORP_CRED;0.0005
1488;CORP_CRED;0.0003
1489;CORP_CRED;0.0
1490;CORP_CRED;0.0
1491;CORP_CRED;0.0014
1492;CORP_CRED;0.0003
1493;CORP_CRED;0.0005
1494;CORP_CRED;0.0027
1495;CORP_CRED;0.0
1496;CORP_CRED;0.0005
1497;CORP_CRED;0.0
1498;CORP_CRED;0.0
1499;CORP_CRED;0.0
1500;CORP_CRED;0.0011
1501;CORP_CRED;0.0
1502;CORP_CRED;0.0
1503;CORP_CRED;0.0
1504;CORP_CRED;0.0
1506;CORP_CRED;0.0003
1507;CORP_CRED;0.0
1508;CORP_CRED;0.0
1509;CORP_CRED;0.0
1510;CORP_CRED;0.0
1511;CORP_CRED;0.0
1512;CORP_CRED;0.0
1513;CORP_CRED;0.0
1514;CORP_CRED;0.0
1515;CORP_CRED;0.0
1516;CORP_CRED;0.0
1517;CORP_CRED;0.0
1518;CORP_CRED;0.0
1519;CORP_CRED;0.0
1520;CORP_CRED;0.0008
1521;CORP_CRED;0.0
1522;CORP_CRED;0.006
1523;CORP_CRED;0.0
1524;CORP_CRED;0.0
1525;CORP_CRED;0.0019
1526;CORP_CRED;0.0003
1527;CORP_CRED;0.0005
1528;CORP_CRED;0.0
1529;CORP_CRED;0.0003
1530;CORP_CRED;0.0
1531;CORP_CRED;0.0005
1532;CORP_CRED;0.0
1533;CORP_CRED;0.0
1534;CORP_CRED;0.0
1535;CORP_CRED;0.0
1536;CORP_CRED;0.0
1537;CORP_CRED;0.0
1538;CORP_CRED;0.0
1539;CORP_CRED;0.0
1540;CORP_CRED;0.0003
1541;CORP_CRED;0.0
1542;CORP_CRED;0.0
1543;CORP_CRED;0.0005
1544;CORP_CRED;0.0
1545;CORP_CRED;0.0
1546;CORP_CRED;0.0
1547;CORP_CRED;0.0
1548;CORP_CRED;0.0
1549;CORP_CRED;0.0
1550;CORP_CRED;0.0
1551;CORP_CRED;0.0003
1552;CORP_CRED;0.0
1553;CORP_CRED;0.0
1554;CORP_CRED;0.0
1555;CORP_CRED;0.0005
1556;CORP_CRED;0.0003
1557;CORP_CRED;0.0
1558;CORP_CRED;0.0
1559;CORP_CRED;0.0
1560;CORP_CRED;0.0
1561;CORP_CRED;0.0
1562;CORP_CRED;0.0
1564;CORP_CRED;0.0
1565;CORP_CRED;0.0
1566;CORP_CRED;0.0
1567;CORP_CRED;0.0
1568;CORP_CRED;0.0
1569;CORP_CRED;0.0
1570;CORP_CRED;0.0
1571;CORP_CRED;0.0
1572;CORP_CRED;0.0
1573;CORP_CRED;0.0
1574;CORP_CRED;0.0008
1575;CORP_CRED;0.0
1576;CORP_CRED;0.0025
1577;CORP_CRED;0.0
1578;CORP_CRED;0.0
1579;CORP_CRED;0.0
1580;CORP_CRED;0.0003
1581;CORP_CRED;0.0
1582;CORP_CRED;0.0003
1583;CORP_CRED;0.0
1584;CORP_CRED;0.0003
1585;CORP_CRED;0.0
1586;CORP_CRED;0.0005
1587;CORP_CRED;0.0
1588;CORP_CRED;0.0
1589;CORP_CRED;0.0005
1590;CORP_CRED;0.0
1591;CORP_CRED;0.0
1592;CORP_CRED;0.0
1593;CORP_CRED;0.0
1594;CORP_CRED;0.0003
1595;CORP_CRED;0.0011
1596;CORP_CRED;0.0
1597;CORP_CRED;0.0
1598;CORP_CRED;0.0022
1599;CORP_CRED;0.0
1600;CORP_CRED;0.0
1601;CORP_CRED;0.0
1602;CORP_CRED;0.0
1603;CORP_CRED;0.0
1604;CORP_CRED;0.0
1605;CORP_CRED;0.0
1606;CORP_CRED;0.0005
1607;CORP_CRED;0.0
1608;CORP_CRED;0.0
1609;CORP_CRED;0.0005
1610;CORP_CRED;0.0003
1611;CORP_CRED;0.0
1612;CORP_CRED;0.0
1613;CORP_CRED;0.0
1614;CORP_CRED;0.0005
1615;CORP_CRED;0.0
1616;CORP_CRED;0.0
1617;CORP_CRED;0.0
1618;CORP_CRED;0.0
1619;CORP_CRED;0.0011
1620;CORP_CRED;0.0
1621;CORP_CRED;0.0
1622;CORP_CRED;0.0044
1623;CORP_CRED;0.0
1624;CORP_CRED;0.0
1625;CORP_CRED;0.0
1627;CORP_CRED;0.0008
1628;CORP_CRED;0.0
1629;CORP_CRED;0.0
1630;CORP_CRED;0.0
1631;CORP_CRED;0.0
1632;CORP_CRED;0.0
1633;CORP_CRED;0.0
1634;CORP_CRED;0.0
1635;CORP_CRED;0.0
1636;CORP_CRED;0.0003
1637;CORP_CRED;0.0
1638;CORP_CRED;0.0
1639;CORP_CRED;0.0003
1640;CORP_CRED;0.0008
1641;CORP_CRED;0.0005
1642;CORP_CRED;0.0003
1643;CORP_CRED;0.0
1644;CORP_CRED;0.0
1645;CORP_CRED;0.0
1646;CORP_CRED;0.0011
1647;CORP_CRED;0.0
1648;CORP_CRED;0.0003
1649;CORP_CRED;0.0005
